,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id,FINESS
10,Ancien hôtel-Dieu,,L'Isle-sur-la-Sorgue,Provence-alpes-côte D'azur,84800,,43.9197151,5.0490016,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010,841931237
11,Ancienne Clinique Fardeau,,,Provence-alpes-côte D'azur,,,47.25308,-0.083139,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30011,751931237
12,Anciens Hôpitaux Maringer Villemin Fournier,,Nancy,Grand Est,54000,,48.6775166,6.1888116,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30012,541931237
13,Antenne medico-psychologique,,,Grand Est,,,-20.5588743,164.2804961,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30013,751931237
14,Arnault Tzanck Mougins,,Mougins,Provence-alpes-côte D'azur,06250,+33 4 97 16 68 00,43.6078282,7.0115289,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30014,061931237
15,Association Audoise Sociale et Médicale,,Limoux,Occitanie,11300,,43.0558555,2.2202385,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30015,111931237
16,Aura,,Paris,Île-de-france,75014,,48.8294695,2.3104442,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30016,751931237
17,Automne en Aspe,,Borce,Nouvelle-aquitaine,64490,,42.995011,-0.614661,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30017,641931237
18,Avenue du Docteur Santy,,Valence,Auvergne-rhône-alpes,26000,,44.9149623,4.9080471,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30018,261931237
19,Bercail Saint-Denis,,Héricourt-en-Caux,Normandie,76560,,49.700301,0.7106935,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30019,761931237
20,Biologie du cancer,,Paris,Île-de-france,75005,,48.8442219,2.3431408,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30020,751931237
21,Boulevard Franklin Roosevelt,,Valence,Auvergne-rhône-alpes,26000,,44.9123072,4.9087127,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30021,261931237
22,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9120235,4.9077377,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30022,261931237
23,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9117857,4.9057837,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30023,261931237
24,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9116889,4.9055168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30024,261931237
25,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9121338,4.9084546,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30025,261931237
26,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9122428,4.9086393,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30026,261931237
27,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9118162,4.9063751,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30027,261931237
28,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,44.9118344,4.9061369,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30028,261931237
29,Bâtiment 101 - Centre de protonthérapie,Avenue Irène et Frédéric Joliot-Curie Bâtiment 101,,Île-de-france,,+33 1 69 29 87 00,48.6978483,2.1765925,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30029,751931237
30,Bâtiment Constant Burg,Rue d'Ulm 45,Paris,Île-de-france,75005,,48.8435477,2.3456223,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30030,751931237
31,C.H.S Georges Mazurelle,,La Roche-sur-Yon,Pays De La Loire,85000,,46.6444648,-1.4260234,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30031,851931237
32,C.H.U Saint-Jacques,,Nantes,Pays De La Loire,44000,,47.1960267,-1.5362714,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30032,441931237
33,CENTRE DE DIALYSE,,,Pays De La Loire,,,-21.5703668,165.4992628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30033,751931237
34,CH Maurice André,,Saint-Galmier,Auvergne-rhône-alpes,42330,,45.598189,4.301614,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30034,421931237
35,CH de Grasse - Site du Petit Paris,,Grasse,Provence-alpes-côte D'azur,06130,,43.6497373,6.9133394,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30035,061931237
36,CHCBE (Centre Hospitalier de Capesterre B-E),,,,,,16.0458832,-61.5637822,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30036,751931237
37,CHRU de Nancy Brabois,,Vandoeuvre-lès-Nancy,Grand Est,54500,,48.648566,6.14586,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30037,541931237
38,CHSA - Centre de Psychothérapie,Boulevard Louis Pasteur 13,Maubeuge,Hauts-de-france,59600,,50.2797275,3.958437,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30038,591931237
39,CHU Amiens Picardie - Centre Saint-Victor,,Amiens,Hauts-de-france,80000,,49.9029602,2.3185096,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30039,801931237
40,CHU Amiens Picardie Hôpital Nord,,Amiens,Hauts-de-france,80080,,49.905836,2.2930547,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30040,801931237
41,CHU Amiens Sud,,Amiens,Hauts-de-france,80000,+33 3 22 45 60 00,49.8700095,2.2480667,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30041,801931237
42,CHU Félix Guyon,Allée des Topazes nan,,,,0262 90 50 50,-20.8899622,55.4447582,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30042,751931237
43,CHU Larche Bleu,,Clapiers,Occitanie,34830,,43.6625975,3.8999804,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30043,341931237
44,CHU Louise Michel Hopital Nord,Route de Châteaugay 61,Cébazat,Auvergne-rhône-alpes,63118,,45.8388679,3.0924428,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30044,631931237
45,CHU Reims - Hôpital Sébastopol,Rue de Sébastopol 48,Reims,Grand Est,51100,,49.2654169,4.0468967,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30045,511931237
46,CHU d'Angers,Rue Larrey nan,Angers,Pays De La Loire,49100,+33 2 41 35 36 37,47.4806504,-0.5595356,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30046,491931237
47,CHU de Guadeloupe,,,,,+33 5 90 89 10 10,16.2384565,-61.5283281,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30047,751931237
48,CHU de Martinique,,,,,0596 55 20 00,14.6351662,-61.0371342,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30048,751931237
49,CHU de Montpellier,,Montpellier,Occitanie,34000,,43.6268456,3.8663104,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30049,341931237
50,CHU de Montpellier,,Montpellier,Occitanie,34090,+33 4 67 33 67 33,43.630349,3.855078,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30050,341931237
51,CHU de Nîmes,,Nîmes,Occitanie,30900,+33 4 66 68 68 68,43.8242207,4.3253869,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30051,301931237
52,CHU de Reims,,Reims,Grand Est,51100,+33 3 26 78 78 78,49.2299514,4.0151871,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30052,511931237
53,CHU de Saint-Pierre,Avenue Président Mitterrand nan,,,,0262 35 90 00,-21.3436878,55.4962936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30053,751931237
54,CHU de la Réunion - Site Sud Cilaos,Rue des Fleurs Jaunes nan,,,,+262 2 62 31 70 50,-21.1326604,55.4798797,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30054,751931237
55,CMP - CATTP Maupassant,,Reims,Grand Est,51100,,49.2529907,4.0366355,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30055,511931237
56,CMPP,Allée de l'Espoir 1,Gauchy,Hauts-de-france,02430,,49.828853,3.2803136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30056,021931237
57,CPC La Bastide,Route de la Treille nan,Marseille,Provence-alpes-côte D'azur,13011,,43.3055403,5.5077258,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30057,131931237
58,CRF le Grand Large,,Marseille,Provence-alpes-côte D'azur,13008,,43.2392724,5.3618312,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30058,131931237
59,CRRF André Lalande,,Noth,Nouvelle-aquitaine,23300,,46.236012,1.5613694,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30059,231931237
60,CSSR Les Lauriers,,Lormont,Nouvelle-aquitaine,33310,+33 5 56 77 37 37,44.882357,-0.51962,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30060,331931237
61,"Centre Alain ""Les Iris""",,Carpentras,Provence-alpes-côte D'azur,84200,,44.0832671,5.0606762,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30061,841931237
62,Centre Ambulatoire en Santé Mentale,Place du Conseil National de la Résistance 8,Saint-Martin-d'Hères,Auvergne-rhône-alpes,38400,+33 4 56 58 82 70,45.184922,5.753588,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30062,381931237
63,Centre Antoine Lacassagne,,Nice,Provence-alpes-côte D'azur,06200,,43.6865092,7.211765,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30063,061931237
64,Centre Bellevue - centre de soins pour personnes agées,,Montpellier,Occitanie,34090,,43.6400913,3.8586386,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30064,341931237
65,Centre Bois-Gibert,Rue de Bois Gibert nan,Ballan-Miré,Centre-val De Loire,37510,+33 2 47 48 74 00,47.327012,0.6166177,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30065,371931237
66,Centre Bouffard Vercelli,,Cerbère,Occitanie,66290,,42.4581828,3.1599891,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30066,661931237
67,Centre Bourgès,Avenue Clément Ader 150,Castelnau-le-Lez,Occitanie,34170,,43.625186,3.911414,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30067,341931237
68,Centre Cardio-Vasculaire de Valmante,nan 100,Marseille,Provence-alpes-côte D'azur,13009,+33 8 26 96 18 19,43.247141,5.4118821,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30068,131931237
69,Centre Cardiologique du Nord,,Saint-Denis,Île-de-france,93200,+33 1 49 33 41 41,48.9418241,2.3470053,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30069,931931237
70,Centre Chirurgical Marie Lannelongue,Avenue de la Résistance 133,Le Plessis-Robinson,Île-de-france,92350,,48.7856738,2.27262,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30070,921931237
71,Centre Chirurgical des Princes,,Boulogne-Billancourt,Île-de-france,92100,,48.8402586,2.2477665,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30071,921931237
72,Centre Chirurgical Émile Gallé,,Nancy,Grand Est,54000,+33 3 83 85 75 00,48.6987856,6.1704392,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30072,541931237
73,Centre Clinical,,Soyaux,Nouvelle-aquitaine,16800,,45.6380093,0.2032554,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30073,161931237
74,"Centre De Soins ""La Fabrique Du Pré""",,Saint-Dizier,Grand Est,52100,,48.6344225,4.9612534,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30074,521931237
75,Centre Esquirol,,Caen,Normandie,14000,,49.206575,-0.351265,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30075,141931237
76,Centre Gabriel Pertat,nan 4,Joinville,Grand Est,52300,,48.4440746,5.136962,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30076,521931237
77,Centre Georges-François Leclerc,,Dijon,Bourgogne-franche-comté,21000,,47.3188935,5.0697299,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30077,211931237
78,Centre Gérontologique Départemental,Avenue de Montolivet 179,Marseille,Provence-alpes-côte D'azur,13012,,43.3097584,5.4087411,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30078,131931237
79,Centre Hopitalier du Marin,,,,,,14.4707976,-60.8701902,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30079,751931237
80,Centre Hospitalier,,Ham,Hauts-de-france,80400,,49.7416271,3.0844264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30080,801931237
