,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON,FINESS
28,20028,Boulevard du Maréchal Juin,,Valence,Auvergne-rhône-alpes,26000,,,,,,,44.9118344,4.9061369,261931237
29,20029,Bâtiment 101 - Centre de protonthérapie,Avenue Irène et Frédéric Joliot-Curie Bâtiment 101,,Île-de-france,,,+33 1 69 29 87 00,,,No,,48.6978483,2.1765925,751931237
30,20030,Bâtiment Constant Burg,Rue d'Ulm 45,Paris,Île-de-france,75005,,,,,,,48.8435477,2.3456223,751931237
31,20031,C.H.S Georges Mazurelle,,La Roche-sur-Yon,Pays De La Loire,85000,,,,,,,46.6444648,-1.4260234,851931237
32,20032,C.H.U Saint-Jacques,,Nantes,Pays De La Loire,44000,,,,,,,47.1960267,-1.5362714,441931237
33,20033,CENTRE DE DIALYSE,,,Pays De La Loire,,,,,,,,-21.5703668,165.4992628,751931237
34,20034,CH Maurice André,,Saint-Galmier,Auvergne-rhône-alpes,42330,,,,,,,45.598189,4.301614,421931237
35,20035,CH de Grasse - Site du Petit Paris,,Grasse,Provence-alpes-côte D'azur,06130,,,,,,,43.6497373,6.9133394,061931237
36,20036,CHCBE (Centre Hospitalier de Capesterre B-E),,,,,,,,,,,16.0458832,-61.5637822,751931237
37,20037,CHRU de Nancy Brabois,,Vandoeuvre-lès-Nancy,Grand Est,54500,,,,,Yes,,48.648566,6.14586,541931237
38,20038,CHSA - Centre de Psychothérapie,Boulevard Louis Pasteur 13,Maubeuge,Hauts-de-france,59600,,,,,,,50.2797275,3.958437,591931237
39,20039,CHU Amiens Picardie - Centre Saint-Victor,,Amiens,Hauts-de-france,80000,,,,,,,49.9029602,2.3185096,801931237
40,20040,CHU Amiens Picardie Hôpital Nord,,Amiens,Hauts-de-france,80080,,,,,,,49.905836,2.2930547,801931237
41,20041,CHU Amiens Sud,,Amiens,Hauts-de-france,80000,,+33 3 22 45 60 00,,,Yes,,49.8700095,2.2480667,801931237
42,20042,CHU Félix Guyon,Allée des Topazes nan,,,,,0262 90 50 50,,,Yes,,-20.8899622,55.4447582,751931237
43,20043,CHU Larche Bleu,,Clapiers,Occitanie,34830,,,,,,,43.6625975,3.8999804,341931237
44,20044,CHU Louise Michel Hopital Nord,Route de Châteaugay 61,Cébazat,Auvergne-rhône-alpes,63118,,,,,Yes,,45.8388679,3.0924428,631931237
45,20045,CHU Reims - Hôpital Sébastopol,Rue de Sébastopol 48,Reims,Grand Est,51100,,,,,,,49.2654169,4.0468967,511931237
46,20046,CHU d'Angers,Rue Larrey nan,Angers,Pays De La Loire,49100,,+33 2 41 35 36 37,,,Yes,,47.4806504,-0.5595356,491931237
47,20047,CHU de Guadeloupe,,,,,,+33 5 90 89 10 10,,,Yes,,16.2384565,-61.5283281,751931237
48,20048,CHU de Martinique,,,,,,0596 55 20 00,,,Yes,,14.6351662,-61.0371342,751931237
49,20049,CHU de Montpellier,,Montpellier,Occitanie,34000,,,,,,,43.6268456,3.8663104,341931237
50,20050,CHU de Montpellier,,Montpellier,Occitanie,34090,,+33 4 67 33 67 33,,,,,43.630349,3.855078,341931237
51,20051,CHU de Nîmes,,Nîmes,Occitanie,30900,,+33 4 66 68 68 68,,,Yes,,43.8242207,4.3253869,301931237
52,20052,CHU de Reims,,Reims,Grand Est,51100,,+33 3 26 78 78 78,,,Yes,,49.2299514,4.0151871,511931237
53,20053,CHU de Saint-Pierre,Avenue Président Mitterrand nan,,,,,0262 35 90 00,,,Yes,,-21.3436878,55.4962936,751931237
54,20054,CHU de la Réunion - Site Sud Cilaos,Rue des Fleurs Jaunes nan,,,,,+262 2 62 31 70 50,,,No,,-21.1326604,55.4798797,751931237
55,20055,CMP - CATTP Maupassant,,Reims,Grand Est,51100,,,,,,,49.2529907,4.0366355,511931237
56,20056,CMPP,Allée de l'Espoir 1,Gauchy,Hauts-de-france,02430,,,,,,,49.828853,3.2803136,021931237
57,20057,CPC La Bastide,Route de la Treille nan,Marseille,Provence-alpes-côte D'azur,13011,,,,,,,43.3055403,5.5077258,131931237
58,20058,CRF le Grand Large,,Marseille,Provence-alpes-côte D'azur,13008,,,,,,,43.2392724,5.3618312,131931237
59,20059,CRRF André Lalande,,Noth,Nouvelle-aquitaine,23300,,,,,No,,46.236012,1.5613694,231931237
60,20060,CSSR Les Lauriers,,Lormont,Nouvelle-aquitaine,33310,,+33 5 56 77 37 37,,,,,44.882357,-0.51962,331931237
61,20061,"Centre Alain ""Les Iris""",,Carpentras,Provence-alpes-côte D'azur,84200,,,,,,,44.0832671,5.0606762,841931237
62,20062,Centre Ambulatoire en Santé Mentale,Place du Conseil National de la Résistance 8,Saint-Martin-d'Hères,Auvergne-rhône-alpes,38400,,+33 4 56 58 82 70,,,,,45.184922,5.753588,381931237
63,20063,Centre Antoine Lacassagne,,Nice,Provence-alpes-côte D'azur,06200,,,,,No,,43.6865092,7.211765,061931237
64,20064,Centre Bellevue - centre de soins pour personnes agées,,Montpellier,Occitanie,34090,,,,,,,43.6400913,3.8586386,341931237
65,20065,Centre Bois-Gibert,Rue de Bois Gibert nan,Ballan-Miré,Centre-val De Loire,37510,,+33 2 47 48 74 00,,,,,47.327012,0.6166177,371931237
66,20066,Centre Bouffard Vercelli,,Cerbère,Occitanie,66290,,,,,,,42.4581828,3.1599891,661931237
67,20067,Centre Bourgès,Avenue Clément Ader 150,Castelnau-le-Lez,Occitanie,34170,,,,,,,43.625186,3.911414,341931237
68,20068,Centre Cardio-Vasculaire de Valmante,nan 100,Marseille,Provence-alpes-côte D'azur,13009,,+33 8 26 96 18 19,,,No,,43.247141,5.4118821,131931237
69,20069,Centre Cardiologique du Nord,,Saint-Denis,Île-de-france,93200,,+33 1 49 33 41 41,,,,,48.9418241,2.3470053,931931237
70,20070,Centre Chirurgical Marie Lannelongue,Avenue de la Résistance 133,Le Plessis-Robinson,Île-de-france,92350,,,,,,,48.7856738,2.27262,921931237
71,20071,Centre Chirurgical des Princes,,Boulogne-Billancourt,Île-de-france,92100,,,,,,,48.8402586,2.2477665,921931237
72,20072,Centre Chirurgical Émile Gallé,,Nancy,Grand Est,54000,,+33 3 83 85 75 00,,,,,48.6987856,6.1704392,541931237
73,20073,Centre Clinical,,Soyaux,Nouvelle-aquitaine,16800,,,,,,,45.6380093,0.2032554,161931237
74,20074,"Centre De Soins ""La Fabrique Du Pré""",,Saint-Dizier,Grand Est,52100,,,,,,,48.6344225,4.9612534,521931237
75,20075,Centre Esquirol,,Caen,Normandie,14000,,,,,No,,49.206575,-0.351265,141931237
76,20076,Centre Gabriel Pertat,nan 4,Joinville,Grand Est,52300,,,,,,,48.4440746,5.136962,521931237
77,20077,Centre Georges-François Leclerc,,Dijon,Bourgogne-franche-comté,21000,,,,,,,47.3188935,5.0697299,211931237
78,20078,Centre Gérontologique Départemental,Avenue de Montolivet 179,Marseille,Provence-alpes-côte D'azur,13012,,,,,,,43.3097584,5.4087411,131931237
79,20079,Centre Hopitalier du Marin,,,,,,,,,,,14.4707976,-60.8701902,751931237
80,20080,Centre Hospitalier,,Ham,Hauts-de-france,80400,,,,,,,49.7416271,3.0844264,801931237
81,20081,Centre Hospitalier,,La Guerche-de-Bretagne,Bretagne,35130,,,,,,,47.9453717,-1.2455983,351931237
82,20082,Centre Hospitalier - Site de Saint-Pée,,Oloron-Sainte-Marie,Nouvelle-aquitaine,64400,,,,,,,43.1869404,-0.6321287,641931237
83,20083,Centre Hospitalier Ain Val de Saône,,Pont-de-Veyle,Auvergne-rhône-alpes,01290,,,,,No,,46.2634915,4.889702,011931237
84,20084,Centre Hospitalier Ain Val de Saône,,Thoissey,Auvergne-rhône-alpes,01140,,,,,,,46.172291,4.805275,011931237
85,20085,Centre Hospitalier Alpes Léman,Route de Findrol 558,Contamine-sur-Arve,Auvergne-rhône-alpes,74130,,,,,Yes,,46.1433228,6.3205583,741931237
86,20086,Centre Hospitalier Alpes-Isère,Rue de la gare 3,Saint-Égrève,Auvergne-rhône-alpes,38120,,,,,,,45.2342944,5.6751422,381931237
87,20087,Centre Hospitalier Ardèche Méridionale,,Aubenas,Auvergne-rhône-alpes,07200,,+33 4 75 35 60 60,,,Yes,,44.6128718,4.3964802,071931237
88,20088,Centre Hospitalier Aunay-Bayeux,Rue de l'Hôpital nan,Les Monts d'Aunay,Normandie,14260,,+33 2 31 71 76 76,,,,,49.0190366,-0.6323132,141931237
89,20089,Centre Hospitalier Aunay-Bayeux,Rue de Nesmond 13,Bayeux,Normandie,14400,,+33 2 31 51 51 51,,,Yes,,49.275013,-0.701459,141931237
90,20090,Centre Hospitalier Avranches - Granville,,Granville,Normandie,50400,,+33 2 33 91 50 00,,,Yes,,48.8287736,-1.567804,501931237
91,20091,Centre Hospitalier Avranches - Granville,,Avranches,Normandie,50300,,+33 2 33 91 50 00,,,Yes,,48.691458,-1.35309,501931237
92,20092,Centre Hospitalier Bernard des Plas,,Bourganeuf,Nouvelle-aquitaine,23400,,,,,,,45.9541931,1.7486581,231931237
93,20093,Centre Hospitalier Bon Sauveur,,Bégard,Bretagne,22140,,,,,,,48.629759,-3.3002203,221931237
94,20094,Centre Hospitalier Buëch-Durance,,,Bretagne,,,,,,,,44.3237503,5.8131083,751931237
95,20095,Centre Hospitalier Bélair,Rue Pierre Hallali nan,Charleville-Mézières,Grand Est,08000,,,,,No,,49.7873025,4.7223528,081931237
96,20096,Centre Hospitalier Camille Claudel,,La Couronne,Nouvelle-aquitaine,16400,,,,,,,45.6259686,0.1219547,161931237
97,20097,Centre Hospitalier Chamonix Mont Blanc,,Chamonix-Mont-Blanc,Auvergne-rhône-alpes,74400,,+33 4 50 53 84 00,,,Yes,,45.9138774,6.8619346,741931237
98,20098,Centre Hospitalier Côte de Lumière,Rue Jacques Monod nan,Les Sables-d'Olonne,Pays De La Loire,85100,,+33 2 51 21 85 85,,,Yes,,46.5167608,-1.7485529,851931237
99,20099,Centre Hospitalier Dinan - Saint-Brieuc,,Dinan,Bretagne,22100,,,,,,,48.4480862,-2.0539422,221931237
100,20100,Centre Hospitalier Docteur Récamier,Rue Georges Girerd 52,Belley,Auvergne-rhône-alpes,01300,,+33 4 79 42 59 59,,,Yes,,45.761806,5.684719,011931237
101,20101,Centre Hospitalier Départemental - Site de La-Roche-sur-Yon,,La Roche-sur-Yon,Pays De La Loire,85000,,+33 2 51 44 61 61,,,Yes,,46.6671526,-1.4155459,851931237
102,20102,Centre Hospitalier Départemental - Site de Luçon,,,Pays De La Loire,,,+33 2 51 28 33 33,,,Yes,,46.4498685,-1.1745527,751931237
103,20103,Centre Hospitalier Départemental - Site de Montaigu,,Montaigu-Vendée,Pays De La Loire,85600,,+33 2 51 45 40 00,,,Yes,,46.9710322,-1.3108931,851931237
104,20104,Centre Hospitalier Esquirol,,Limoges,Nouvelle-aquitaine,87000,,,,,,,45.8165169,1.2477394,871931237
105,20105,Centre Hospitalier Esquirol,,Limoges,Nouvelle-aquitaine,87000,,,,,,,45.8156925,1.2335565,871931237
106,20106,Centre Hospitalier Ferdinand Grall,,Landerneau,Bretagne,29800,,+33 2 98 21 80 00,,,Yes,,48.4489023,-4.2338213,291931237
107,20107,Centre Hospitalier Fondation d'Aligre,,Bourbon-Lancy,Bourgogne-franche-comté,71140,,,,,,,46.618479,3.76683,711931237
108,20108,Centre Hospitalier Francis Robert,,Ancenis-Saint-Géréon,Pays De La Loire,44150,,+33 2 40 09 44 00,,,Yes,,47.3730553,-1.1743569,441931237
109,20109,Centre Hospitalier Francis Vals,,,Occitanie,,,,,,,,43.0056651,3.042676,751931237
110,20110,Centre Hospitalier Gabriel Deplante,Rue de la Forêt 1,Rumilly,Auvergne-rhône-alpes,74150,,+33 4 50 01 80 00,,,Yes,,45.864621,5.937015,741931237
111,20111,Centre Hospitalier George Sand,,Bourges,Centre-val De Loire,18000,,+33 2 48 66 52 52,,,,,47.0802509,2.3792226,181931237
112,20112,Centre Hospitalier Georges Heuyer,,Saint-Dizier,Grand Est,52100,,,,,,,48.6342093,4.9552723,521931237
113,20113,Centre Hospitalier Guillaume Régnier,,Rennes,Bretagne,35700,,,,,,,48.1144846,-1.6502022,351931237
114,20114,Centre Hospitalier Guy Thomas,Boulevard Étienne Clémentel 79,Riom,Auvergne-rhône-alpes,63200,,+33 4 73 67 80 00,,,Yes,,45.8902708,3.1120648,631931237
115,20115,Centre Hospitalier Gériatrique des Mont d'Or,,Albigny-sur-Saône,Auvergne-rhône-alpes,69250,,,,,No,,45.8599631,4.8339467,691931237
116,20116,Centre Hospitalier Gériatrique des Monts d'Or,,Albigny-sur-Saône,Auvergne-rhône-alpes,69250,,,,,No,,45.8635701,4.833641,691931237
117,20117,Centre Hospitalier InterCommunal,,Mazamet,Occitanie,81200,,,,,,,43.4947277,2.3698842,811931237
118,20118,Centre Hospitalier Intercommunal,,,,,,,,,,,14.82504,-61.052076,751931237
119,20119,Centre Hospitalier Intercommunal Castelsarrasin-Moissac,,Castelsarrasin,Occitanie,82100,,,,,,,44.0365993,1.1116909,821931237
120,20120,Centre Hospitalier Intercommunal Castres-Mazamet,,Mazamet,Occitanie,81200,,,,,,,43.4969333,2.3767543,811931237
121,20121,Centre Hospitalier Intercommunal Corte Tattone,,,Corse,,,+33 4 95 45 05 00,,,,,42.3019181,9.154168,751931237
122,20122,Centre Hospitalier Intercommunal Elbeuf. Louviers. Val de Reuil,,Louviers,Normandie,27400,,+33 2 32 25 75 00,,,Yes,,49.2126878,1.1768487,271931237
123,20123,Centre Hospitalier Intercommunal Lucie et Raymond Aubrac,Allée de la Source 40,Villeneuve-Saint-Georges,Île-de-france,94190,,+33 1 43 86 20 00,,,Yes,,48.7225968,2.4514191,941931237
124,20124,Centre Hospitalier Intercommunal des Alpes du Sud,,Sisteron,Provence-alpes-côte D'azur,04200,,+33 4 92 33 70 00,,,Yes,,44.1937351,5.9428555,041931237
125,20125,Centre Hospitalier Intercommunal des Alpes du Sud,Place Auguste Muret 1,Gap,Provence-alpes-côte D'azur,05000,,+33 4 92 40 61 61,,,Yes,,44.5581617,6.0730852,051931237
126,20126,Centre Hospitalier Intercommunal des Andaines - Site de Domfront,,,Normandie,,,+33 2 33 30 57 57,,,No,,48.590504,-0.659897,751931237
127,20127,Centre Hospitalier Intercommunal des Andaines - Site de la Ferté-Macé,,,Normandie,,,+33 2 33 30 50 50,,,Yes,,48.5991475,-0.3473258,751931237
128,20128,Centre Hospitalier Jacques Barrot,,Yssingeaux,Auvergne-rhône-alpes,43200,,,,,,,45.1435086,4.1267265,431931237
129,20129,Centre Hospitalier Jacques Monod,,Flers,Normandie,61100,,+33 2 33 62 62 00,,,Yes,,48.7473277,-0.5412251,611931237
130,20130,Centre Hospitalier Jura sud,Rue des Prés Millats 4,Orgelet,Bourgogne-franche-comté,39270,,+33 3 84 35 02 02,,,,,46.515273,5.6049807,391931237
131,20131,Centre Hospitalier La Tour Blanche,,Issoudun,Centre-val De Loire,36100,,+33 2 54 03 54 03,,,Yes,,46.9585641,1.997604,361931237
132,20132,Centre Hospitalier Lannion-Trestel,,Trévou-Tréguignec,Bretagne,22660,,,,,,,48.8210384,-3.3506813,221931237
133,20133,Centre Hospitalier Lemire,Rue Lemire 7,Saint-Avold,Grand Est,57500,,,,,,,49.0984474,6.7057889,571931237
134,20134,Centre Hospitalier Les Marronniers,,Toulon-sur-Arroux,Bourgogne-franche-comté,71320,,,,,,,46.6916388,4.1374261,711931237
135,20135,Centre Hospitalier Loire-Vendée-Océan - Site de Challans,,Challans,Pays De La Loire,85300,,+33 2 51 49 50 00,,,Yes,,46.8455579,-1.8714987,851931237
136,20136,Centre Hospitalier Louis Brunet,,Allauch,Provence-alpes-côte D'azur,13190,,,,,,,43.3356129,5.4696079,131931237
137,20137,Centre Hospitalier Louis Pasteur,,Le Coudray,Centre-val De Loire,28630,,+33 2 37 30 30 30,,,Yes,,48.4241098,1.5086658,281931237
138,20138,Centre Hospitalier Louis Pasteur,,Dole,Bourgogne-franche-comté,39100,,+33 3 84 79 80 80,,,Yes,,47.0819311,5.4700545,391931237
139,20139,Centre Hospitalier Louis-Daniel Beauperthuy,,,,,,,,,,,16.1988935,-61.7848347,751931237
140,20140,Centre Hospitalier Lyon-Sud,Chemin du Grand Revoyet 165,Saint-Genis-Laval,Auvergne-rhône-alpes,69230,,+33 8 25 08 25 69,,,Yes,,45.7037174,4.8074577,691931237
141,20141,Centre Hospitalier Lyon-Sud (Sainte-Eugénie),,Saint-Genis-Laval,Auvergne-rhône-alpes,69230,,,,,No,,45.7012715,4.7961402,691931237
142,20142,Centre Hospitalier Léon Jean Grégory,,Thuir,Occitanie,66300,,,,,,,42.628476,2.7399189,661931237
143,20143,Centre Hospitalier Manhès,,Fleury-Mérogis,Île-de-france,91700,,,,,,,48.627858,2.360294,911931237
144,20144,Centre Hospitalier Marescot,,Vimoutiers,Normandie,61120,,,,,,,48.9251055,0.2019807,611931237
145,20145,Centre Hospitalier Marguerite de Lorraine,,,Normandie,,,+33 2 33 83 40 40,,,Yes,,48.5226591,0.5503153,751931237
146,20146,Centre Hospitalier Marie Madeleine,Rue Thérèse 2,Forbach,Grand Est,57600,,+33 3 87 88 80 00,,,Yes,,49.181845,6.911648,571931237
147,20147,Centre Hospitalier Maubert,,Flers,Normandie,61100,,,,,,,48.7387966,-0.5750923,611931237
148,20148,Centre Hospitalier Maurice Selbonne,,,,,,,,,No,,16.1418011,-61.760308,751931237
149,20149,Centre Hospitalier Michel Perret,,Tullins,Auvergne-rhône-alpes,38210,,,,,,,45.3024416,5.4876179,381931237
150,20150,Centre Hospitalier Montpensier,,Trévoux,Auvergne-rhône-alpes,01600,,,,,No,,45.9404167,4.771465,011931237
151,20151,Centre Hospitalier Montperrin,,Aix-en-Provence,Provence-alpes-côte D'azur,13100,,+33 4 42 16 16 16,,,,,43.5233378,5.4388752,131931237
152,20152,Centre Hospitalier Mémorial,,Saint-Lô,Normandie,50000,,+33 2 33 06 33 33,,,Yes,,49.1046627,-1.1112861,501931237
153,20153,Centre Hospitalier Métropole Savoie,,Chambéry,Auvergne-rhône-alpes,73000,,+33 4 79 96 50 50,,,Yes,,45.5639137,5.9145497,731931237
154,20154,Centre Hospitalier Métropole Savoie (site d'Aix-les-Bains),,Aix-les-Bains,Auvergne-rhône-alpes,73100,,+33 4 79 88 61 61,,,Yes,,45.6980554,5.903834,731931237
155,20155,Centre Hospitalier Neufchâtel-en-Bray,Route de Gaillefontaine 4,Neufchâtel-en-Bray,Normandie,76270,,,,,,,49.7307359,1.4499276,761931237
156,20156,Centre Hospitalier Nord Ouest Villefranche,,Gleizé,Auvergne-rhône-alpes,69400,,+33 4 74 09 25 03,,,Yes,,46.0055909,4.692005,691931237
157,20157,Centre Hospitalier Paul Ardier,,Issoire,Auvergne-rhône-alpes,63500,,+33 4 73 89 72 72,,,Yes,,45.5411035,3.251009,631931237
158,20158,Centre Hospitalier Paul Guiraud,,Villejuif,Île-de-france,94800,,,,,,,48.7885753,2.3616088,941931237
159,20159,Centre Hospitalier Paul Nappez Morteau,,Morteau,Bourgogne-franche-comté,25500,,,,,,,47.061089,6.602677,251931237
160,20160,Centre Hospitalier Paul Ribeyre,,,Auvergne-rhône-alpes,,,,,,,,44.6540103,4.3701603,751931237
161,20161,Centre Hospitalier Pierre Gallice,,Langeac,Auvergne-rhône-alpes,43300,,,,,,,45.0958694,3.4939266,431931237
162,20162,Centre Hospitalier Pierre Oudot,Avenue du Médipôle 30,,Auvergne-rhône-alpes,,,+33 4 69 15 70 00,,,Yes,,45.5964572,5.2427431,751931237
163,20163,Centre Hospitalier Pont-Saint-Esprit,Rue Philippe le Bel nan,Pont-Saint-Esprit,Occitanie,30130,,+33466334000,,,,,44.2654969,4.6425221,301931237
164,20164,Centre Hospitalier Psychiatrique Interdépartemental Site de Clermont,,Clermont,Hauts-de-france,60600,,,,,,,49.3771534,2.4166586,601931237
165,20165,Centre Hospitalier Psychiatrique Interdépartemental Site de Fitz James,,Breuil-le-Sec,Hauts-de-france,60840,,,,,,,49.3865415,2.4404077,601931237
166,20166,Centre Hospitalier Psychiatrique de Ravenel,Avenue Porterat 1115,Mirecourt,Grand Est,88500,,+33 3 29 37 00 77,,,No,,48.2951386,6.1035747,881931237
167,20167,Centre Hospitalier René Pleven,,Dinan,Bretagne,22100,,+33 2 96 85 72 85,,,Yes,,48.4446872,-2.0507735,221931237
168,20168,Centre Hospitalier Régional Centre Gériatrique de Champmaillot,,Dijon,Bourgogne-franche-comté,21000,,,,,,,47.3179004,5.0574206,211931237
169,20169,Centre Hospitalier Régional Universitaire de Lille,,,Hauts-de-france,,,,,,Yes,,50.6083638,3.0301983,751931237
170,20170,Centre Hospitalier Régional d'Orléans,,Orléans,Centre-val De Loire,45100,,+33 2 38 51 44 44,,,Yes,,47.8368281,1.9173824,451931237
171,20171,Centre Hospitalier Saint Eloi,,La Bollène-Vésubie,Provence-alpes-côte D'azur,06450,,,,,,,43.878453,7.4523958,061931237
172,20172,Centre Hospitalier Saint-Charles,Cours Raymond Poincaré 1,Toul,Grand Est,54200,,+33 3 83 62 20 20,,,Yes,,48.675808,5.886645,541931237
173,20173,Centre Hospitalier Saint-Louis,,Ornans,Bourgogne-franche-comté,25290,,,,,,,47.106895,6.142232,251931237
174,20174,Centre Hospitalier Saint-Louis,,Saint-Georges-sur-Loire,Pays De La Loire,49170,,,,,,,47.409168,-0.757958,491931237
175,20175,Centre Hospitalier Saint-Maixent,,Saint-Maixent-l'École,Nouvelle-aquitaine,79400,,,,,No,,46.410691,-0.221158,791931237
176,20176,Centre Hospitalier Saint-Roch,,Buzançais,Centre-val De Loire,36500,,,,,,,46.8927806,1.4210649,361931237
177,20177,Centre Hospitalier Sainte-Béatrix de Lorraine,Rue Georges Lang 1,Remiremont,Grand Est,88200,,+33 329 234 141,,,Yes,,48.0140082,6.5906405,881931237
178,20178,Centre Hospitalier Sainte-Catherine,,Saverne,Grand Est,67700,,+33 3 88 71 67 67,,,Yes,,48.7472653,7.3482217,671931237
179,20179,Centre Hospitalier Sainte-Marie,Route de Montredon 50,,Auvergne-rhône-alpes,,,,,,,,45.0500998,3.8994628,751931237
180,20180,Centre Hospitalier Seurre,,Seurre,Bourgogne-franche-comté,21250,,,,,,,46.995692,5.146658,211931237
181,20181,Centre Hospitalier Spécialisé,,Rennes,Bretagne,35000,,,,,No,,48.1147652,-1.6477464,351931237
182,20182,Centre Hospitalier Spécialisé,,Sevrey,Bourgogne-franche-comté,71100,,,,,,,46.7234937,4.835092,711931237
183,20183,Centre Hospitalier Spécialisé - ISTMA,,Saint-Lô,Normandie,50000,,,,,,,49.1075308,-1.0951137,501931237
184,20184,Centre Hospitalier Spécialisé Albert Bousquet - Centre d'accueil et hôpital de jour,,,Normandie,,,,,,,,-22.2967014,166.4483013,751931237
185,20185,Centre Hospitalier Spécialisé Avignon Montfavet,Avenue de la Pinède nan,Avignon,Provence-alpes-côte D'azur,84000,,,,,,,43.9215495,4.8777974,841931237
186,20186,Centre Hospitalier Spécialisé d'Erstein,,Erstein,Grand Est,67150,,,,,,,48.4307112,7.6878484,671931237
187,20187,Centre Hospitalier Spécialisé de Blain,,Blain,Pays De La Loire,44130,,+33 2 40 51 51 51,,,No,,47.4690877,-1.8162281,441931237
188,20188,Centre Hospitalier Spécialisé de Cadillac,,Cadillac,Nouvelle-aquitaine,33410,,,,,,,44.6358799,-0.3177026,331931237
189,20189,Centre Hospitalier Spécialisé de Lorquin,,Lorquin,Grand Est,57790,,,,,No,,48.6720347,6.9993236,571931237
190,20190,Centre Hospitalier Spécialisé des Pyrénées,,Pau,Nouvelle-aquitaine,64000,,,,,,,43.3049642,-0.3364305,641931237
191,20191,Centre Hospitalier Spécialisé la Chartreuse,,Dijon,Bourgogne-franche-comté,21000,,,,,Yes,,47.3222547,5.015575,211931237
192,20192,Centre Hospitalier Spécialisé Édouard Toulouse,,Marseille,Provence-alpes-côte D'azur,13015,,,,,,,43.3826184,5.3586285,131931237
193,20193,Centre Hospitalier Sud Francilien,,Corbeil-Essonnes,Île-de-france,91100,,+33 1 61 69 61 69,,,Yes,,48.6215433,2.4574678,911931237
